candidate_id,source_file,start_ms,end_ms,duration_ms,context_start_ms,context_end_ms,peak_freq_hz,peak_energy_db,interference_flag,spectrogram_path,label
2024-09-30_11-18-34_0000004_noise_ca0835c5,2024-09-30_11-18-34_0000004.wav,5281.698762729543,5354.946530546324,73.24776781678065,5231.698762729543,5404.946530546324,0.0,0.0,False,noise_samples\2024-09-30_11-18-34_0000004_noise_ca0835c5.png,Not USV
2024-09-30_11-21-58_0000049_noise_82e93df9,2024-09-30_11-21-58_0000049.wav,1280.0366738189216,1322.3355245203134,42.29885070139176,1230.0366738189216,1372.3355245203134,0.0,0.0,False,noise_samples\2024-09-30_11-21-58_0000049_noise_82e93df9.png,Not USV
2024-09-30_11-20-14_0000022_noise_d63b9fda,2024-09-30_11-20-14_0000022.wav,8349.854257937119,8384.95328494082,35.09902700370185,8299.854257937119,8434.95328494082,0.0,0.0,False,noise_samples\2024-09-30_11-20-14_0000022_noise_d63b9fda.png,Not USV
2024-09-30_11-19-38_0000015_noise_35f9e604,2024-09-30_11-19-38_0000015.wav,692.1119472797436,761.581737054344,69.46978977460037,642.1119472797436,811.581737054344,0.0,0.0,False,noise_samples\2024-09-30_11-19-38_0000015_noise_35f9e604.png,Not USV
2024-09-30_11-19-38_0000015_noise_d6f8412f,2024-09-30_11-19-38_0000015.wav,12635.95185306639,12676.070811115573,40.118958049182766,12585.95185306639,12726.070811115573,0.0,0.0,False,noise_samples\2024-09-30_11-19-38_0000015_noise_d6f8412f.png,Not USV
2024-09-30_11-20-07_0000020_noise_a44a536f,2024-09-30_11-20-07_0000020.wav,453.99024892449603,492.34370577058274,38.353456846086715,403.99024892449603,542.3437057705828,0.0,0.0,False,noise_samples\2024-09-30_11-20-07_0000020_noise_a44a536f.png,Not USV
2024-09-30_11-21-26_0000040_noise_2442ee53,2024-09-30_11-21-26_0000040.wav,1976.2893852767595,2007.4230837191226,31.133698442363084,1926.2893852767595,2057.4230837191226,0.0,0.0,False,noise_samples\2024-09-30_11-21-26_0000040_noise_2442ee53.png,Not USV
2024-09-30_11-19-34_0000014_noise_8ad32bc2,2024-09-30_11-19-34_0000014.wav,792.9623597470752,866.0770599646024,73.11470021752723,742.9623597470752,916.0770599646024,0.0,0.0,False,noise_samples\2024-09-30_11-19-34_0000014_noise_8ad32bc2.png,Not USV
2024-09-30_11-21-34_0000043_noise_f1d094d6,2024-09-30_11-21-34_0000043.wav,1631.9554967499587,1721.2404428999093,89.28494614995066,1581.9554967499587,1771.2404428999093,0.0,0.0,False,noise_samples\2024-09-30_11-21-34_0000043_noise_f1d094d6.png,Not USV
2024-09-30_11-18-17_0000001_noise_ee0c1203,2024-09-30_11-18-17_0000001.wav,4043.7503080579054,4084.6016217236734,40.851313665767975,3993.7503080579054,4134.601621723674,0.0,0.0,False,noise_samples\2024-09-30_11-18-17_0000001_noise_ee0c1203.png,Not USV
2024-09-30_11-19-00_0000007_noise_aefe6222,2024-09-30_11-19-00_0000007.wav,7707.80006765996,7730.415070637336,22.615002977375298,7657.80006765996,7780.415070637336,0.0,0.0,False,noise_samples\2024-09-30_11-19-00_0000007_noise_aefe6222.png,Not USV
2024-09-30_11-19-19_0000012_noise_6456e69a,2024-09-30_11-19-19_0000012.wav,1632.084710983833,1687.1531991231216,55.06848813928855,1582.084710983833,1737.1531991231216,0.0,0.0,False,noise_samples\2024-09-30_11-19-19_0000012_noise_6456e69a.png,Not USV
2024-09-30_11-20-41_0000029_noise_91b3b774,2024-09-30_11-20-41_0000029.wav,2741.639347432341,2795.440937604087,53.801590171746284,2691.639347432341,2845.440937604087,0.0,0.0,False,noise_samples\2024-09-30_11-20-41_0000029_noise_91b3b774.png,Not USV
2024-09-30_11-21-26_0000040_noise_cdbca5f1,2024-09-30_11-21-26_0000040.wav,1773.2845841082067,1820.784499454287,47.49991534608034,1723.2845841082067,1870.784499454287,0.0,0.0,False,noise_samples\2024-09-30_11-21-26_0000040_noise_cdbca5f1.png,Not USV
2024-09-30_11-21-44_0000045_noise_1b0ad4d6,2024-09-30_11-21-44_0000045.wav,2174.1977738671376,2214.0693927641782,39.87161889704066,2124.1977738671376,2264.0693927641782,0.0,0.0,False,noise_samples\2024-09-30_11-21-44_0000045_noise_1b0ad4d6.png,Not USV
2024-09-30_11-19-09_0000008_noise_bec13e21,2024-09-30_11-19-09_0000008.wav,3581.2267826341795,3622.5099354692375,41.28315283505799,3531.2267826341795,3672.5099354692375,0.0,0.0,False,noise_samples\2024-09-30_11-19-09_0000008_noise_bec13e21.png,Not USV
2024-09-30_11-20-48_0000031_noise_8c1a453b,2024-09-30_11-20-48_0000031.wav,1105.9791192045668,1175.1771645762028,69.198045371636,1055.9791192045668,1225.1771645762028,0.0,0.0,False,noise_samples\2024-09-30_11-20-48_0000031_noise_8c1a453b.png,Not USV
2024-09-30_11-19-38_0000015_noise_515f7832,2024-09-30_11-19-38_0000015.wav,2199.612637404619,2241.7490488429044,42.13641143828545,2149.612637404619,2291.7490488429044,0.0,0.0,False,noise_samples\2024-09-30_11-19-38_0000015_noise_515f7832.png,Not USV
2024-09-30_11-20-53_0000032_noise_bab7e49c,2024-09-30_11-20-53_0000032.wav,158.8244923260665,243.07200118506591,84.24750885899942,108.82449232606649,293.0720011850659,0.0,0.0,False,noise_samples\2024-09-30_11-20-53_0000032_noise_bab7e49c.png,Not USV
2024-09-30_11-18-25_0000002_noise_b1d84e4f,2024-09-30_11-18-25_0000002.wav,329.80866939300836,383.94529763663456,54.136628243626205,279.80866939300836,433.94529763663456,0.0,0.0,False,noise_samples\2024-09-30_11-18-25_0000002_noise_b1d84e4f.png,Not USV
2024-09-30_11-21-48_0000046_noise_603524c7,2024-09-30_11-21-48_0000046.wav,1134.4651727494702,1210.1996032010927,75.73443045162253,1084.4651727494702,1260.1996032010927,0.0,0.0,False,noise_samples\2024-09-30_11-21-48_0000046_noise_603524c7.png,Not USV
2024-09-30_11-19-38_0000015_noise_c81f2bf2,2024-09-30_11-19-38_0000015.wav,15712.81005117743,15748.562841328594,35.752790151163936,15662.81005117743,15798.562841328594,0.0,0.0,False,noise_samples\2024-09-30_11-19-38_0000015_noise_c81f2bf2.png,Not USV
2024-09-30_11-20-35_0000027_noise_7a9f3aa9,2024-09-30_11-20-35_0000027.wav,226.72692000073397,290.5542208483954,63.827300847661434,176.72692000073397,340.5542208483954,0.0,0.0,False,noise_samples\2024-09-30_11-20-35_0000027_noise_7a9f3aa9.png,Not USV
2024-09-30_11-19-00_0000007_noise_47446209,2024-09-30_11-19-00_0000007.wav,8212.598828900085,8273.31840236722,60.71957346713498,8162.598828900085,8323.31840236722,0.0,0.0,False,noise_samples\2024-09-30_11-19-00_0000007_noise_47446209.png,Not USV
2024-09-30_11-18-34_0000004_noise_56112103,2024-09-30_11-18-34_0000004.wav,7815.047625456606,7881.873632414941,66.82600695833571,7765.047625456606,7931.873632414941,0.0,0.0,False,noise_samples\2024-09-30_11-18-34_0000004_noise_56112103.png,Not USV
2024-09-30_11-19-31_0000013_noise_2371b439,2024-09-30_11-19-31_0000013.wav,574.9188872585577,634.7237176694766,59.80483041091895,524.9188872585577,684.7237176694766,0.0,0.0,False,noise_samples\2024-09-30_11-19-31_0000013_noise_2371b439.png,Not USV
2024-09-30_11-18-17_0000001_noise_79f3132c,2024-09-30_11-18-17_0000001.wav,6496.557430239396,6539.151262344918,42.59383210552187,6446.557430239396,6589.151262344918,0.0,0.0,False,noise_samples\2024-09-30_11-18-17_0000001_noise_79f3132c.png,Not USV
2024-09-30_11-18-34_0000004_noise_9a8c3fcc,2024-09-30_11-18-34_0000004.wav,8690.843807552315,8737.703684491986,46.85987693967036,8640.843807552315,8787.703684491986,0.0,0.0,False,noise_samples\2024-09-30_11-18-34_0000004_noise_9a8c3fcc.png,Not USV
2024-09-30_11-21-26_0000040_noise_9653e237,2024-09-30_11-21-26_0000040.wav,1808.1167567253951,1903.668746544343,95.55198981894796,1758.1167567253951,1953.668746544343,0.0,0.0,False,noise_samples\2024-09-30_11-21-26_0000040_noise_9653e237.png,Not USV
2024-09-30_11-18-34_0000004_noise_73939e11,2024-09-30_11-18-34_0000004.wav,10192.033364880072,10288.23682923718,96.2034643571078,10142.033364880072,10338.23682923718,0.0,0.0,False,noise_samples\2024-09-30_11-18-34_0000004_noise_73939e11.png,Not USV
2024-09-30_11-19-54_0000016_noise_6243a5f9,2024-09-30_11-19-54_0000016.wav,196.25812914173645,290.68040231484673,94.42227317311028,146.25812914173645,340.68040231484673,0.0,0.0,False,noise_samples\2024-09-30_11-19-54_0000016_noise_6243a5f9.png,Not USV
2024-09-30_11-18-52_0000005_noise_84a4c955,2024-09-30_11-18-52_0000005.wav,1975.1106903642897,2020.1426476273134,45.03195726302374,1925.1106903642897,2070.1426476273136,0.0,0.0,False,noise_samples\2024-09-30_11-18-52_0000005_noise_84a4c955.png,Not USV
2024-09-30_11-20-26_0000023_noise_82a55151,2024-09-30_11-20-26_0000023.wav,569.520570681417,654.4122085617718,84.89163788035478,519.520570681417,704.4122085617718,0.0,0.0,False,noise_samples\2024-09-30_11-20-26_0000023_noise_82a55151.png,Not USV
2024-09-30_11-19-19_0000012_noise_e4b9c9fb,2024-09-30_11-19-19_0000012.wav,3872.357966214753,3927.735869124364,55.37790290961084,3822.357966214753,3977.735869124364,0.0,0.0,False,noise_samples\2024-09-30_11-19-19_0000012_noise_e4b9c9fb.png,Not USV
2024-09-30_11-20-29_0000024_noise_65271d20,2024-09-30_11-20-29_0000024.wav,51.08415937171864,146.36260267140653,95.2784432996879,1.0841593717186413,196.36260267140653,0.0,0.0,False,noise_samples\2024-09-30_11-20-29_0000024_noise_65271d20.png,Not USV
2024-09-30_11-19-31_0000013_noise_3984225a,2024-09-30_11-19-31_0000013.wav,1339.1423568477355,1435.390528764336,96.24817191660054,1289.1423568477355,1485.390528764336,0.0,0.0,False,noise_samples\2024-09-30_11-19-31_0000013_noise_3984225a.png,Not USV
2024-09-30_11-18-17_0000001_noise_4db6b849,2024-09-30_11-18-17_0000001.wav,5524.0387270250485,5600.06480384056,76.02607681551126,5474.0387270250485,5650.06480384056,0.0,0.0,False,noise_samples\2024-09-30_11-18-17_0000001_noise_4db6b849.png,Not USV
2024-09-30_11-19-00_0000007_noise_22942aca,2024-09-30_11-19-00_0000007.wav,8290.619863779011,8318.792327831137,28.172464052126088,8240.619863779011,8368.792327831137,0.0,0.0,False,noise_samples\2024-09-30_11-19-00_0000007_noise_22942aca.png,Not USV
2024-09-30_11-19-19_0000012_noise_a148340e,2024-09-30_11-19-19_0000012.wav,4979.567387708424,5056.829938925344,77.26255121692066,4929.567387708424,5106.829938925344,0.0,0.0,False,noise_samples\2024-09-30_11-19-19_0000012_noise_a148340e.png,Not USV
2024-09-30_11-19-58_0000018_noise_16befa5f,2024-09-30_11-19-58_0000018.wav,1546.364666381202,1627.5404982423217,81.17583186111983,1496.364666381202,1677.5404982423217,0.0,0.0,False,noise_samples\2024-09-30_11-19-58_0000018_noise_16befa5f.png,Not USV
2024-09-30_11-18-17_0000001_noise_92ed1fa1,2024-09-30_11-18-17_0000001.wav,5521.862994734762,5584.423028521667,62.56003378690548,5471.862994734762,5634.423028521667,0.0,0.0,False,noise_samples\2024-09-30_11-18-17_0000001_noise_92ed1fa1.png,Not USV
2024-09-30_11-21-07_0000035_noise_3d66dbc5,2024-09-30_11-21-07_0000035.wav,1899.417575433296,1991.0930394912577,91.67546405796179,1849.417575433296,2041.0930394912577,0.0,0.0,False,noise_samples\2024-09-30_11-21-07_0000035_noise_3d66dbc5.png,Not USV
2024-09-30_11-19-34_0000014_noise_e162f806,2024-09-30_11-19-34_0000014.wav,1112.404821251534,1149.3333698705487,36.92854861901469,1062.404821251534,1199.3333698705487,0.0,0.0,False,noise_samples\2024-09-30_11-19-34_0000014_noise_e162f806.png,Not USV
2024-09-30_11-21-14_0000036_noise_57ff7c46,2024-09-30_11-21-14_0000036.wav,640.9344549639684,716.2147043288089,75.28024936484053,590.9344549639684,766.2147043288089,0.0,0.0,False,noise_samples\2024-09-30_11-21-14_0000036_noise_57ff7c46.png,Not USV
2024-09-30_11-18-52_0000005_noise_6313c75a,2024-09-30_11-18-52_0000005.wav,1545.359389327127,1566.9051893104254,21.545799983298366,1495.359389327127,1616.9051893104254,0.0,0.0,False,noise_samples\2024-09-30_11-18-52_0000005_noise_6313c75a.png,Not USV
2024-09-30_11-21-28_0000041_noise_a47a5b05,2024-09-30_11-21-28_0000041.wav,505.0258858042264,588.3764562188412,83.35057041461482,455.0258858042264,638.3764562188412,0.0,0.0,False,noise_samples\2024-09-30_11-21-28_0000041_noise_a47a5b05.png,Not USV
2024-09-30_11-20-34_0000026_noise_112334b9,2024-09-30_11-20-34_0000026.wav,2375.866470288575,2437.83774390251,61.971273613934954,2325.866470288575,2487.83774390251,0.0,0.0,False,noise_samples\2024-09-30_11-20-34_0000026_noise_112334b9.png,Not USV
2024-09-30_11-20-03_0000019_noise_6a70d98f,2024-09-30_11-20-03_0000019.wav,250.88488069365826,302.686014557289,51.80113386363075,200.88488069365826,352.686014557289,0.0,0.0,False,noise_samples\2024-09-30_11-20-03_0000019_noise_6a70d98f.png,Not USV
2024-09-30_11-21-22_0000038_noise_5521d6d0,2024-09-30_11-21-22_0000038.wav,181.49239035037996,224.02396069504243,42.53157034466247,131.49239035037996,274.02396069504243,0.0,0.0,False,noise_samples\2024-09-30_11-21-22_0000038_noise_5521d6d0.png,Not USV
2024-09-30_11-19-09_0000008_noise_21b4c901,2024-09-30_11-19-09_0000008.wav,1150.3085361919593,1228.825634898294,78.51709870633476,1100.3085361919593,1278.825634898294,0.0,0.0,False,noise_samples\2024-09-30_11-19-09_0000008_noise_21b4c901.png,Not USV
2024-09-30_11-18-17_0000001_noise_ca4f71d5,2024-09-30_11-18-17_0000001.wav,7597.5849563812035,7645.18204811906,47.59709173785632,7547.5849563812035,7695.18204811906,0.0,0.0,False,noise_samples\2024-09-30_11-18-17_0000001_noise_ca4f71d5.png,Not USV
2024-09-30_11-19-19_0000012_noise_4d032330,2024-09-30_11-19-19_0000012.wav,914.8089667959229,950.3699915221792,35.56102472625639,864.8089667959229,1000.3699915221792,0.0,0.0,False,noise_samples\2024-09-30_11-19-19_0000012_noise_4d032330.png,Not USV
2024-09-30_11-19-34_0000014_noise_22743f79,2024-09-30_11-19-34_0000014.wav,857.8624538804484,919.5291766590026,61.66672277855423,807.8624538804484,969.5291766590026,0.0,0.0,False,noise_samples\2024-09-30_11-19-34_0000014_noise_22743f79.png,Not USV
2024-09-30_11-21-07_0000035_noise_e68d304a,2024-09-30_11-21-07_0000035.wav,2413.163084451706,2440.800828159498,27.637743707792197,2363.163084451706,2490.800828159498,0.0,0.0,False,noise_samples\2024-09-30_11-21-07_0000035_noise_e68d304a.png,Not USV
2024-09-30_11-20-35_0000027_noise_f2e2b327,2024-09-30_11-20-35_0000027.wav,1761.4819944631338,1800.4929185063256,39.010924043191835,1711.4819944631338,1850.4929185063256,0.0,0.0,False,noise_samples\2024-09-30_11-20-35_0000027_noise_f2e2b327.png,Not USV
2024-09-30_11-21-07_0000035_noise_0f73db2e,2024-09-30_11-21-07_0000035.wav,4530.774440003523,4615.65311684028,84.87867683675722,4480.774440003523,4665.65311684028,0.0,0.0,False,noise_samples\2024-09-30_11-21-07_0000035_noise_0f73db2e.png,Not USV
2024-09-30_11-21-18_0000037_noise_8118b7b9,2024-09-30_11-21-18_0000037.wav,2155.922520693281,2231.764666940258,75.84214624697688,2105.922520693281,2281.764666940258,0.0,0.0,False,noise_samples\2024-09-30_11-21-18_0000037_noise_8118b7b9.png,Not USV
2024-09-30_11-21-18_0000037_noise_64c38a9a,2024-09-30_11-21-18_0000037.wav,1333.0680185815704,1393.020827810239,59.952809228668684,1283.0680185815704,1443.020827810239,0.0,0.0,False,noise_samples\2024-09-30_11-21-18_0000037_noise_64c38a9a.png,Not USV
2024-09-30_11-21-30_0000042_noise_af5bb916,2024-09-30_11-21-30_0000042.wav,2715.177817794069,2785.37160755707,70.19378976300095,2665.177817794069,2835.37160755707,0.0,0.0,False,noise_samples\2024-09-30_11-21-30_0000042_noise_af5bb916.png,Not USV
2024-09-30_11-20-53_0000032_noise_28724e24,2024-09-30_11-20-53_0000032.wav,1114.43621542545,1139.4757431741032,25.0395277486532,1064.43621542545,1189.4757431741032,0.0,0.0,False,noise_samples\2024-09-30_11-20-53_0000032_noise_28724e24.png,Not USV
2024-09-30_11-19-19_0000012_noise_882a2515,2024-09-30_11-19-19_0000012.wav,7300.406779000449,7335.163623103541,34.75684410309168,7250.406779000449,7385.163623103541,0.0,0.0,False,noise_samples\2024-09-30_11-19-19_0000012_noise_882a2515.png,Not USV
2024-09-30_11-19-38_0000015_noise_a19a90ae,2024-09-30_11-19-38_0000015.wav,2090.6073599686533,2118.436691931624,27.829331962970628,2040.6073599686533,2168.436691931624,0.0,0.0,False,noise_samples\2024-09-30_11-19-38_0000015_noise_a19a90ae.png,Not USV
2024-09-30_11-19-58_0000018_noise_e1279753,2024-09-30_11-19-58_0000018.wav,3176.738073125793,3253.070193591606,76.33212046581275,3126.738073125793,3303.070193591606,0.0,0.0,False,noise_samples\2024-09-30_11-19-58_0000018_noise_e1279753.png,Not USV
2024-09-30_11-20-41_0000029_noise_47e02c1d,2024-09-30_11-20-41_0000029.wav,646.4920526300878,681.1384854481569,34.646432818069115,596.4920526300878,731.1384854481569,0.0,0.0,False,noise_samples\2024-09-30_11-20-41_0000029_noise_47e02c1d.png,Not USV
2024-09-30_11-19-38_0000015_noise_69aa7ed0,2024-09-30_11-19-38_0000015.wav,14328.74601489715,14368.921925553725,40.17591065657507,14278.74601489715,14418.921925553725,0.0,0.0,False,noise_samples\2024-09-30_11-19-38_0000015_noise_69aa7ed0.png,Not USV
