wav_file,detection_index,start_time_s,end_time_s,duration_ms,max_prob,mean_prob,user_action,timestamp
2024-09-30_21-25-05_0003145,0,1.003520,1.076053,72.53,0.185878,0.104929,,2026-02-08T21:57:16.566111
2024-09-30_21-25-05_0003145,1,1.105920,1.195520,89.60,0.263843,0.134490,,2026-02-08T21:57:16.971109
2024-09-30_21-25-05_0003145,2,1.233920,1.323520,89.60,0.263843,0.134478,,2026-02-08T21:57:17.347110
2024-09-30_21-25-05_0003145,3,1.361920,1.506987,145.07,0.578395,0.275029,,2026-02-08T21:57:17.732110
2024-09-30_21-25-05_0003145,4,1.515520,1.605120,89.60,0.269001,0.160483,,2026-02-08T21:57:18.100609
2024-09-30_21-25-05_0003145,5,1.617920,1.686187,68.27,0.218226,0.108907,,2026-02-08T21:57:18.450594
2024-09-30_21-25-05_0003145,6,1.711787,1.933653,221.87,0.545859,0.271958,,2026-02-08T21:57:18.825975
2024-09-30_21-25-05_0003145,7,1.954987,2.006187,51.20,0.171532,0.103229,,2026-02-08T21:57:19.171482
2024-09-30_21-25-05_0003145,8,2.044587,2.104320,59.73,0.059420,0.046614,,2026-02-08T21:57:19.516975
2024-09-30_21-25-05_0003145,9,2.155520,2.198187,42.67,0.069268,0.053563,,2026-02-08T21:57:19.880974
2024-09-30_21-25-05_0003145,10,2.240853,2.309120,68.27,0.341192,0.159336,,2026-02-08T21:57:20.228474
2024-09-30_21-25-05_0003145,12,2.617821,2.731520,113.70,0.358401,0.184251,,2026-02-08T21:57:20.598474
2024-09-30_21-25-05_0003145,13,2.757120,2.825387,68.27,0.196901,0.117235,,2026-02-08T21:57:20.941475
2024-09-30_21-25-05_0003145,14,2.880853,2.914987,34.13,0.065131,0.049167,,2026-02-08T21:57:21.293473
2024-09-30_21-25-05_0003145,15,2.949120,3.021653,72.53,0.263559,0.129653,,2026-02-08T21:57:21.747478
2024-09-30_21-25-05_0003145,16,3.060053,3.188053,128.00,0.433473,0.211392,,2026-02-08T21:57:22.106974
2024-09-30_21-25-05_0003145,17,3.209387,3.307686,98.30,0.270619,0.108834,,2026-02-08T21:57:22.460975
2024-09-30_21-25-05_0003145,18,3.311953,3.526976,215.02,0.307241,0.140925,,2026-02-08T21:57:22.825001
2024-09-30_21-25-05_0003145,19,3.584853,3.736453,151.60,0.059345,0.045382,,2026-02-08T21:57:23.218975
2024-09-30_21-25-05_0003145,20,3.781120,3.917653,136.53,0.300985,0.192422,,2026-02-08T21:57:23.587474
2024-09-30_21-25-05_0003145,21,3.994453,4.062720,68.27,0.178434,0.099947,,2026-02-08T21:57:23.953423
2024-09-30_21-25-05_0003145,22,4.856320,4.924587,68.27,0.153563,0.098062,,2026-02-08T21:57:24.305424
