wav_file,detection_index,start_time_s,end_time_s,duration_ms,max_prob,mean_prob,user_action,timestamp
2024-09-30_11-38-20_0000223,9,2.932053,2.957653,25.60,0.062179,0.050866,deleted_by_user,2026-02-16T11:02:05.079477
2024-09-30_11-38-20_0000223,9,3.008853,3.128320,119.47,0.072297,0.050748,deleted_by_user,2026-02-16T11:02:07.478979
2024-09-30_11-38-20_0000223,9,3.175253,3.252053,76.80,0.051488,0.040946,deleted_by_user,2026-02-16T11:02:09.962828
2024-09-30_11-38-20_0000223,9,3.300279,3.320320,20.04,0.056019,0.047436,deleted_by_user,2026-02-16T11:02:12.624766
2024-09-30_11-38-20_0000223,5,1.221120,1.259520,38.40,0.093161,0.071039,deleted_by_user,2026-02-16T11:02:19.370632
2024-09-30_11-38-20_0000223,4,0.935253,1.058987,123.73,0.084059,0.062806,deleted_by_user,2026-02-16T11:02:27.523014
2024-09-30_11-38-20_0000223,3,0.896853,0.909653,12.80,0.066518,0.055080,deleted_by_user,2026-02-16T11:02:29.825014
2024-09-30_11-38-20_0000223,2,0.858453,0.879787,21.33,0.045534,0.035385,deleted_by_user,2026-02-16T11:02:32.930515
2024-09-30_11-38-20_0000223,0,0.623787,0.730453,106.67,0.090619,0.053922,deleted_by_user,2026-02-16T11:02:37.751513
2024-09-30_11-38-20_0000223,0,0.768853,0.790187,21.33,0.074545,0.056108,deleted_by_user,2026-02-16T11:02:39.758004
