Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0478	0.1715	25000	125000
2	Spectrogram 1	1	0.1929	0.2654	25000	125000
3	Spectrogram 1	1	0.2953	0.3806	25000	125000
4	Spectrogram 1	1	0.4147	0.5129	25000	125000
5	Spectrogram 1	1	0.5299	0.6494	25000	125000
6	Spectrogram 1	1	0.6707	0.7689	25000	125000
7	Spectrogram 1	1	0.7902	0.8414	25000	125000
8	Spectrogram 1	1	0.8713	0.9353	25000	125000
9	Spectrogram 1	1	0.9609	1.0078	25000	125000
10	Spectrogram 1	1	1.5625	1.6179	25000	125000
11	Spectrogram 1	1	1.6521	1.7161	25000	125000
12	Spectrogram 1	1	1.7502	1.827	25000	125000
13	Spectrogram 1	1	1.8739	1.9721	25000	125000
