Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0819	25000	125000
2	Spectrogram 1	1	0.1033	0.2569	25000	125000
3	Spectrogram 1	1	0.2782	0.4233	25000	125000
4	Spectrogram 1	1	0.4617	0.6451	25000	125000
5	Spectrogram 1	1	0.6963	0.9139	25000	125000
6	Spectrogram 1	1	0.9609	1.0718	25000	125000
7	Spectrogram 1	1	1.123	1.2425	25000	125000
8	Spectrogram 1	1	1.2681	1.4046	25000	125000
9	Spectrogram 1	1	1.443	1.5838	25000	125000
10	Spectrogram 1	1	1.6222	1.7929	25000	125000
11	Spectrogram 1	1	1.8185	1.9763	25000	125000
