Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0521	25000	125000
2	Spectrogram 1	1	0.1118	0.1502	25000	125000
3	Spectrogram 1	1	0.2142	0.2697	25000	125000
4	Spectrogram 1	1	0.4105	0.4617	25000	125000
5	Spectrogram 1	1	0.5043	0.6195	25000	125000
6	Spectrogram 1	1	0.6622	0.7561	25000	125000
7	Spectrogram 1	1	0.7731	0.9438	25000	125000
8	Spectrogram 1	1	0.9737	1.0761	25000	125000
9	Spectrogram 1	1	1.1102	1.2766	25000	125000
10	Spectrogram 1	1	1.3705	1.4345	25000	125000
11	Spectrogram 1	1	1.4729	1.5283	25000	125000
12	Spectrogram 1	1	1.5625	1.6734	25000	125000
13	Spectrogram 1	1	1.6862	1.7459	25000	125000
14	Spectrogram 1	1	1.7715	1.8398	25000	125000
15	Spectrogram 1	1	1.8697	1.9422	25000	125000
16	Spectrogram 1	1	1.9678	1.9763	25000	125000
