Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.3166	25000	125000
2	Spectrogram 1	1	0.3337	0.5299	25000	125000
3	Spectrogram 1	1	0.5598	0.7219	25000	125000
4	Spectrogram 1	1	0.7433	0.9182	25000	125000
5	Spectrogram 1	1	0.931	1.0035	25000	125000
6	Spectrogram 1	1	1.0291	1.0846	25000	125000
7	Spectrogram 1	1	1.1187	1.1785	25000	125000
8	Spectrogram 1	1	1.2083	1.4089	25000	125000
9	Spectrogram 1	1	1.4217	1.507	25000	125000
10	Spectrogram 1	1	1.5241	1.5881	25000	125000
11	Spectrogram 1	1	1.6222	1.6819	25000	125000
12	Spectrogram 1	1	1.7203	1.7801	25000	125000
13	Spectrogram 1	1	1.8185	1.8782	25000	125000
14	Spectrogram 1	1	1.9209	1.9763	25000	125000
