Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.1459	25000	125000
2	Spectrogram 1	1	0.1929	0.3209	25000	125000
3	Spectrogram 1	1	0.355	0.4275	25000	125000
4	Spectrogram 1	1	0.4489	0.5897	25000	125000
5	Spectrogram 1	1	0.7006	0.7945	25000	125000
6	Spectrogram 1	1	0.9267	1.059	25000	125000
7	Spectrogram 1	1	1.1827	1.2425	25000	125000
8	Spectrogram 1	1	1.315	1.3619	25000	125000
9	Spectrogram 1	1	1.4302	1.4771	25000	125000
10	Spectrogram 1	1	1.5667	1.6009	25000	125000
11	Spectrogram 1	1	1.6905	1.8313	25000	125000
12	Spectrogram 1	1	1.8953	1.9763	25000	125000
