Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0521	25000	125000
2	Spectrogram 1	1	0.0819	0.227	25000	125000
3	Spectrogram 1	1	0.2569	0.4318	25000	125000
4	Spectrogram 1	1	0.4659	0.5513	25000	125000
5	Spectrogram 1	1	0.5982	0.7561	25000	125000
6	Spectrogram 1	1	0.7731	0.9011	25000	125000
7	Spectrogram 1	1	0.9139	1.0547	25000	125000
8	Spectrogram 1	1	1.0846	1.2467	25000	125000
9	Spectrogram 1	1	1.2723	1.3449	25000	125000
10	Spectrogram 1	1	1.3833	1.4515	25000	125000
11	Spectrogram 1	1	1.4942	1.5625	25000	125000
12	Spectrogram 1	1	1.6009	1.6691	25000	125000
13	Spectrogram 1	1	1.7161	1.7758	25000	125000
14	Spectrogram 1	1	1.8227	1.9038	25000	125000
15	Spectrogram 1	1	1.9422	1.9763	25000	125000
