Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0478	25000	125000
2	Spectrogram 1	1	0.0777	0.1971	25000	125000
3	Spectrogram 1	1	0.227	0.3721	25000	125000
4	Spectrogram 1	1	0.4019	0.5171	25000	125000
5	Spectrogram 1	1	0.5385	0.6451	25000	125000
6	Spectrogram 1	1	0.6622	0.7475	25000	125000
7	Spectrogram 1	1	0.7646	0.9353	25000	125000
8	Spectrogram 1	1	1.0121	1.2425	25000	125000
9	Spectrogram 1	1	1.3107	1.3577	25000	125000
10	Spectrogram 1	1	1.4131	1.5369	25000	125000
11	Spectrogram 1	1	1.571	1.6094	25000	125000
