Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.1545	25000	125000
2	Spectrogram 1	1	0.1758	0.2867	25000	125000
3	Spectrogram 1	1	0.3123	0.4531	25000	125000
4	Spectrogram 1	1	0.4702	0.5513	25000	125000
5	Spectrogram 1	1	0.5854	0.7347	25000	125000
6	Spectrogram 1	1	0.7689	0.931	25000	125000
7	Spectrogram 1	1	0.9779	1.0718	25000	125000
8	Spectrogram 1	1	1.1187	1.2211	25000	125000
9	Spectrogram 1	1	1.2595	1.3278	25000	125000
10	Spectrogram 1	1	1.3747	1.4515	25000	125000
11	Spectrogram 1	1	1.5966	1.6734	25000	125000
12	Spectrogram 1	1	1.7118	1.8398	25000	125000
13	Spectrogram 1	1	1.8995	1.9465	25000	125000
