Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0606	25000	125000
2	Spectrogram 1	1	0.1161	0.2355	25000	125000
3	Spectrogram 1	1	0.2654	0.3806	25000	125000
4	Spectrogram 1	1	0.4275	0.5385	25000	125000
5	Spectrogram 1	1	0.5854	0.7859	25000	125000
6	Spectrogram 1	1	0.8243	0.9267	25000	125000
7	Spectrogram 1	1	1.0206	1.1742	25000	125000
8	Spectrogram 1	1	1.2083	1.3875	25000	125000
9	Spectrogram 1	1	1.4387	1.6137	25000	125000
10	Spectrogram 1	1	1.6478	1.8185	25000	125000
11	Spectrogram 1	1	1.8611	1.9721	25000	125000
