Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0649	25000	125000
2	Spectrogram 1	1	0.1118	0.2697	25000	125000
3	Spectrogram 1	1	0.2953	0.4531	25000	125000
4	Spectrogram 1	1	0.4873	0.6195	25000	125000
5	Spectrogram 1	1	0.6494	0.6963	25000	125000
6	Spectrogram 1	1	0.739	0.8457	25000	125000
7	Spectrogram 1	1	0.8713	0.9353	25000	125000
8	Spectrogram 1	1	0.9651	1.0718	25000	125000
9	Spectrogram 1	1	1.0974	1.2211	25000	125000
10	Spectrogram 1	1	1.2638	1.3406	25000	125000
11	Spectrogram 1	1	1.3833	1.4558	25000	125000
12	Spectrogram 1	1	1.4942	1.6179	25000	125000
13	Spectrogram 1	1	1.6563	1.7246	25000	125000
14	Spectrogram 1	1	1.7715	1.8825	25000	125000
15	Spectrogram 1	1	1.9209	1.9763	25000	125000
