Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0905	25000	125000
2	Spectrogram 1	1	0.1161	0.2142	25000	125000
3	Spectrogram 1	1	0.2782	0.4403	25000	125000
4	Spectrogram 1	1	0.4745	0.5641	25000	125000
5	Spectrogram 1	1	0.6067	0.6963	25000	125000
6	Spectrogram 1	1	0.8243	0.8969	25000	125000
7	Spectrogram 1	1	0.9481	1.0419	25000	125000
8	Spectrogram 1	1	1.0718	1.1913	25000	125000
9	Spectrogram 1	1	1.2254	1.3662	25000	125000
10	Spectrogram 1	1	1.4046	1.4643	25000	125000
11	Spectrogram 1	1	1.6137	1.6777	25000	125000
12	Spectrogram 1	1	1.7289	1.7971	25000	125000
13	Spectrogram 1	1	1.8569	1.9763	25000	125000
