Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0649	25000	125000
2	Spectrogram 1	1	0.0862	0.2227	25000	125000
3	Spectrogram 1	1	0.2483	0.3251	25000	125000
4	Spectrogram 1	1	0.3593	0.4361	25000	125000
5	Spectrogram 1	1	0.4659	0.5854	25000	125000
6	Spectrogram 1	1	0.611	0.7433	25000	125000
7	Spectrogram 1	1	0.7561	0.8883	25000	125000
8	Spectrogram 1	1	0.9182	1.0846	25000	125000
9	Spectrogram 1	1	1.0931	1.251	25000	125000
10	Spectrogram 1	1	1.2638	1.4089	25000	125000
11	Spectrogram 1	1	1.4259	1.6051	25000	125000
12	Spectrogram 1	1	1.6222	1.7673	25000	125000
13	Spectrogram 1	1	1.7843	1.8867	25000	125000
14	Spectrogram 1	1	1.8953	1.9763	25000	125000
