Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0435	0.0905	25000	125000
2	Spectrogram 1	1	0.1331	0.1886	25000	125000
3	Spectrogram 1	1	0.2185	0.2611	25000	125000
4	Spectrogram 1	1	0.2995	0.3379	25000	125000
5	Spectrogram 1	1	0.3891	0.4361	25000	125000
6	Spectrogram 1	1	0.4787	0.547	25000	125000
7	Spectrogram 1	1	0.5726	0.6409	25000	125000
8	Spectrogram 1	1	0.6793	0.7177	25000	125000
9	Spectrogram 1	1	0.7689	0.8201	25000	125000
10	Spectrogram 1	1	0.8542	0.9225	25000	125000
11	Spectrogram 1	1	0.9481	1.0121	25000	125000
12	Spectrogram 1	1	1.0462	1.1017	25000	125000
13	Spectrogram 1	1	1.1401	1.2254	25000	125000
14	Spectrogram 1	1	1.2467	1.4089	25000	125000
15	Spectrogram 1	1	1.4259	1.5113	25000	125000
16	Spectrogram 1	1	1.5283	1.6521	25000	125000
17	Spectrogram 1	1	1.6649	1.7374	25000	125000
18	Spectrogram 1	1	1.7545	1.8227	25000	125000
19	Spectrogram 1	1	1.8569	1.9763	25000	125000
