Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0393	0.1118	25000	125000
2	Spectrogram 1	1	0.1502	0.227	25000	125000
3	Spectrogram 1	1	0.2569	0.3465	25000	125000
4	Spectrogram 1	1	0.4745	0.5982	25000	125000
5	Spectrogram 1	1	0.6451	0.8158	25000	125000
6	Spectrogram 1	1	0.8457	0.9865	25000	125000
7	Spectrogram 1	1	1.0291	1.1187	25000	125000
8	Spectrogram 1	1	1.2638	1.4473	25000	125000
9	Spectrogram 1	1	1.4942	1.571	25000	125000
10	Spectrogram 1	1	1.7459	1.8014	25000	125000
