Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0606	25000	125000
2	Spectrogram 1	1	0.0819	0.227	25000	125000
3	Spectrogram 1	1	0.2526	0.3166	25000	125000
4	Spectrogram 1	1	0.3465	0.5001	25000	125000
5	Spectrogram 1	1	0.5257	0.7347	25000	125000
6	Spectrogram 1	1	0.7561	0.9225	25000	125000
7	Spectrogram 1	1	0.9438	1.123	25000	125000
8	Spectrogram 1	1	1.1529	1.3022	25000	125000
9	Spectrogram 1	1	1.3363	1.4515	25000	125000
10	Spectrogram 1	1	1.4686	1.5966	25000	125000
11	Spectrogram 1	1	1.6265	1.7374	25000	125000
12	Spectrogram 1	1	1.7715	1.9763	25000	125000
