Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0521	0.1502	25000	125000
2	Spectrogram 1	1	0.1971	0.291	25000	125000
3	Spectrogram 1	1	0.3422	0.4361	25000	125000
4	Spectrogram 1	1	0.4745	0.5939	25000	125000
5	Spectrogram 1	1	0.6195	0.8457	25000	125000
6	Spectrogram 1	1	0.8798	0.9694	25000	125000
7	Spectrogram 1	1	1.0163	1.1017	25000	125000
8	Spectrogram 1	1	1.1486	1.2297	25000	125000
9	Spectrogram 1	1	1.2681	1.3918	25000	125000
10	Spectrogram 1	1	1.4302	1.5667	25000	125000
11	Spectrogram 1	1	1.955	1.9763	25000	125000
