Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.1758	0.2227	25000	125000
2	Spectrogram 1	1	0.2867	0.3294	25000	125000
3	Spectrogram 1	1	0.5043	0.5427	25000	125000
4	Spectrogram 1	1	0.6025	0.6707	25000	125000
5	Spectrogram 1	1	0.7262	0.803	25000	125000
6	Spectrogram 1	1	1.0419	1.1017	25000	125000
7	Spectrogram 1	1	1.1486	1.2083	25000	125000
8	Spectrogram 1	1	1.4515	1.5113	25000	125000
9	Spectrogram 1	1	1.5625	1.6222	25000	125000
10	Spectrogram 1	1	1.6734	1.7289	25000	125000
11	Spectrogram 1	1	1.7843	1.8398	25000	125000
12	Spectrogram 1	1	1.891	1.9721	25000	125000
