Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0649	0.1971	25000	125000
2	Spectrogram 1	1	0.2185	0.2739	25000	125000
3	Spectrogram 1	1	0.3081	0.3721	25000	125000
4	Spectrogram 1	1	0.4147	0.4659	25000	125000
5	Spectrogram 1	1	0.7475	0.8798	25000	125000
6	Spectrogram 1	1	0.9139	0.9865	25000	125000
7	Spectrogram 1	1	1.0377	1.1315	25000	125000
8	Spectrogram 1	1	1.1614	1.3065	25000	125000
9	Spectrogram 1	1	1.379	1.5497	25000	125000
10	Spectrogram 1	1	1.5923	1.6393	25000	125000
11	Spectrogram 1	1	1.6819	1.8099	25000	125000
