Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.099	25000	125000
2	Spectrogram 1	1	0.1246	0.1801	25000	125000
3	Spectrogram 1	1	0.2227	0.291	25000	125000
4	Spectrogram 1	1	0.3337	0.4361	25000	125000
5	Spectrogram 1	1	0.4958	0.5726	25000	125000
6	Spectrogram 1	1	0.6579	0.739	25000	125000
7	Spectrogram 1	1	1.0675	1.1358	25000	125000
8	Spectrogram 1	1	1.1827	1.3022	25000	125000
9	Spectrogram 1	1	1.3534	1.4046	25000	125000
10	Spectrogram 1	1	1.4473	1.5198	25000	125000
11	Spectrogram 1	1	1.5667	1.6691	25000	125000
12	Spectrogram 1	1	1.7118	1.763	25000	125000
13	Spectrogram 1	1	1.8142	1.9081	25000	125000
