Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.035	0.1801	25000	125000
2	Spectrogram 1	1	0.2099	0.3337	25000	125000
3	Spectrogram 1	1	0.3635	0.5043	25000	125000
4	Spectrogram 1	1	0.547	0.675	25000	125000
5	Spectrogram 1	1	0.6963	0.7902	25000	125000
6	Spectrogram 1	1	0.7987	0.8883	25000	125000
7	Spectrogram 1	1	0.995	1.059	25000	125000
8	Spectrogram 1	1	1.1059	1.1657	25000	125000
9	Spectrogram 1	1	1.2041	1.2681	25000	125000
10	Spectrogram 1	1	1.3107	1.4003	25000	125000
11	Spectrogram 1	1	1.4259	1.4985	25000	125000
12	Spectrogram 1	1	1.5198	1.5753	25000	125000
13	Spectrogram 1	1	1.7971	1.9379	25000	125000
14	Spectrogram 1	1	1.9593	1.9763	25000	125000
