Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0435	0.1673	25000	125000
2	Spectrogram 1	1	0.2355	0.355	25000	125000
3	Spectrogram 1	1	0.3806	0.4659	25000	125000
4	Spectrogram 1	1	0.8158	0.9907	25000	125000
5	Spectrogram 1	1	1.0761	1.2339	25000	125000
6	Spectrogram 1	1	1.2766	1.3875	25000	125000
7	Spectrogram 1	1	1.4174	1.5411	25000	125000
8	Spectrogram 1	1	1.571	1.6606	25000	125000
9	Spectrogram 1	1	1.699	1.8057	25000	125000
10	Spectrogram 1	1	1.8398	1.9721	25000	125000
