Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0606	0.1331	25000	125000
2	Spectrogram 1	1	0.1758	0.2611	25000	125000
3	Spectrogram 1	1	0.3123	0.3806	25000	125000
4	Spectrogram 1	1	0.4275	0.5939	25000	125000
5	Spectrogram 1	1	0.6323	0.6878	25000	125000
6	Spectrogram 1	1	0.7305	0.803	25000	125000
7	Spectrogram 1	1	0.8371	0.9651	25000	125000
8	Spectrogram 1	1	1.0121	1.1657	25000	125000
9	Spectrogram 1	1	1.2169	1.2681	25000	125000
10	Spectrogram 1	1	1.3278	1.3833	25000	125000
11	Spectrogram 1	1	1.4729	1.5283	25000	125000
12	Spectrogram 1	1	1.7118	1.7587	25000	125000
13	Spectrogram 1	1	1.7843	1.8995	25000	125000
