Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.1161	25000	125000
2	Spectrogram 1	1	0.1417	0.1971	25000	125000
3	Spectrogram 1	1	0.2441	0.3593	25000	125000
4	Spectrogram 1	1	0.3849	0.4318	25000	125000
5	Spectrogram 1	1	0.4787	0.5726	25000	125000
6	Spectrogram 1	1	0.5854	0.7646	25000	125000
7	Spectrogram 1	1	0.803	0.9267	25000	125000
8	Spectrogram 1	1	0.9566	1.0633	25000	125000
9	Spectrogram 1	1	1.1059	1.2979	25000	125000
10	Spectrogram 1	1	1.3662	1.5667	25000	125000
11	Spectrogram 1	1	1.6179	1.7971	25000	125000
12	Spectrogram 1	1	1.827	1.9209	25000	125000
13	Spectrogram 1	1	1.9465	1.9763	25000	125000
