Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.1203	25000	125000
2	Spectrogram 1	1	0.1502	0.2313	25000	125000
3	Spectrogram 1	1	0.2569	0.3507	25000	125000
4	Spectrogram 1	1	0.3678	0.4787	25000	125000
5	Spectrogram 1	1	0.5257	0.6323	25000	125000
6	Spectrogram 1	1	0.7433	0.7945	25000	125000
7	Spectrogram 1	1	0.9182	0.9737	25000	125000
8	Spectrogram 1	1	1.0291	1.1443	25000	125000
9	Spectrogram 1	1	1.1614	1.2937	25000	125000
10	Spectrogram 1	1	1.3235	1.3961	25000	125000
