Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.099	0.1715	25000	125000
2	Spectrogram 1	1	0.4318	0.6835	25000	125000
3	Spectrogram 1	1	0.7219	0.9097	25000	125000
4	Spectrogram 1	1	0.9481	1.0931	25000	125000
5	Spectrogram 1	1	1.123	1.3235	25000	125000
6	Spectrogram 1	1	1.3534	1.5155	25000	125000
7	Spectrogram 1	1	1.5369	1.6179	25000	125000
8	Spectrogram 1	1	1.6521	1.7417	25000	125000
9	Spectrogram 1	1	1.7758	1.891	25000	125000
10	Spectrogram 1	1	1.9123	1.9763	25000	125000
