Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0435	0.1203	25000	125000
2	Spectrogram 1	1	0.1886	0.227	25000	125000
3	Spectrogram 1	1	0.3123	0.4019	25000	125000
4	Spectrogram 1	1	0.5171	0.5769	25000	125000
5	Spectrogram 1	1	0.7987	0.9609	25000	125000
6	Spectrogram 1	1	0.9993	1.0846	25000	125000
7	Spectrogram 1	1	1.1059	1.2211	25000	125000
8	Spectrogram 1	1	1.2595	1.3193	25000	125000
9	Spectrogram 1	1	1.3577	1.4259	25000	125000
10	Spectrogram 1	1	1.4643	1.5923	25000	125000
11	Spectrogram 1	1	1.6222	1.6947	25000	125000
12	Spectrogram 1	1	1.7459	1.8697	25000	125000
13	Spectrogram 1	1	1.8867	1.9507	25000	125000
