Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.099	25000	125000
2	Spectrogram 1	1	0.1203	0.1886	25000	125000
3	Spectrogram 1	1	0.227	0.3123	25000	125000
4	Spectrogram 1	1	0.3422	0.3934	25000	125000
5	Spectrogram 1	1	0.4403	0.5854	25000	125000
6	Spectrogram 1	1	0.6153	0.6835	25000	125000
7	Spectrogram 1	1	0.7177	0.8201	25000	125000
8	Spectrogram 1	1	0.8414	0.9523	25000	125000
9	Spectrogram 1	1	0.9694	1.0462	25000	125000
10	Spectrogram 1	1	1.0718	1.1273	25000	125000
11	Spectrogram 1	1	1.1699	1.2297	25000	125000
12	Spectrogram 1	1	1.2809	1.3449	25000	125000
13	Spectrogram 1	1	1.3833	1.443	25000	125000
14	Spectrogram 1	1	1.4942	1.6521	25000	125000
15	Spectrogram 1	1	1.6734	1.7929	25000	125000
16	Spectrogram 1	1	1.8398	1.9166	25000	125000
17	Spectrogram 1	1	1.9507	1.9763	25000	125000
