Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0521	25000	125000
2	Spectrogram 1	1	0.0905	0.2526	25000	125000
3	Spectrogram 1	1	0.3166	0.3593	25000	125000
4	Spectrogram 1	1	0.4275	0.483	25000	125000
5	Spectrogram 1	1	0.5427	0.6793	25000	125000
6	Spectrogram 1	1	0.7262	0.8499	25000	125000
7	Spectrogram 1	1	0.8755	1.059	25000	125000
8	Spectrogram 1	1	1.0889	1.1443	25000	125000
9	Spectrogram 1	1	1.2169	1.2553	25000	125000
10	Spectrogram 1	1	1.3065	1.5155	25000	125000
11	Spectrogram 1	1	1.5625	1.6905	25000	125000
12	Spectrogram 1	1	1.7417	1.8057	25000	125000
13	Spectrogram 1	1	1.8782	1.9763	25000	125000
