Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.2739	0.3294	25000	125000
2	Spectrogram 1	1	0.803	0.9139	25000	125000
3	Spectrogram 1	1	0.9438	1.0206	25000	125000
4	Spectrogram 1	1	1.059	1.1315	25000	125000
5	Spectrogram 1	1	1.379	1.4643	25000	125000
6	Spectrogram 1	1	1.4942	1.5625	25000	125000
7	Spectrogram 1	1	1.5838	1.6734	25000	125000
8	Spectrogram 1	1	1.7033	1.7843	25000	125000
9	Spectrogram 1	1	1.8142	1.9038	25000	125000
10	Spectrogram 1	1	1.9209	1.9763	25000	125000
