Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0691	25000	125000
2	Spectrogram 1	1	0.1118	0.1587	25000	125000
3	Spectrogram 1	1	0.2227	0.2995	25000	125000
4	Spectrogram 1	1	0.3294	0.4019	25000	125000
5	Spectrogram 1	1	0.4403	0.4873	25000	125000
6	Spectrogram 1	1	0.5257	0.6025	25000	125000
7	Spectrogram 1	1	0.6537	0.7134	25000	125000
8	Spectrogram 1	1	0.7561	0.8115	25000	125000
9	Spectrogram 1	1	0.9267	0.9779	25000	125000
10	Spectrogram 1	1	1.0206	1.0931	25000	125000
11	Spectrogram 1	1	1.2254	1.2766	25000	125000
12	Spectrogram 1	1	1.3278	1.3833	25000	125000
13	Spectrogram 1	1	1.4217	1.4857	25000	125000
