Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.1289	0.1929	25000	125000
2	Spectrogram 1	1	0.2441	0.3123	25000	125000
3	Spectrogram 1	1	0.3465	0.4062	25000	125000
4	Spectrogram 1	1	0.4574	0.547	25000	125000
5	Spectrogram 1	1	0.5769	0.6366	25000	125000
6	Spectrogram 1	1	0.6878	0.7518	25000	125000
7	Spectrogram 1	1	0.8755	0.9481	25000	125000
8	Spectrogram 1	1	1.0761	1.1443	25000	125000
9	Spectrogram 1	1	1.2553	1.2979	25000	125000
10	Spectrogram 1	1	1.3449	1.4003	25000	125000
11	Spectrogram 1	1	1.4857	1.5753	25000	125000
12	Spectrogram 1	1	1.6179	1.7502	25000	125000
13	Spectrogram 1	1	1.7758	1.8782	25000	125000
14	Spectrogram 1	1	1.9038	1.9763	25000	125000
