Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.1929	25000	125000
2	Spectrogram 1	1	0.2313	0.3209	25000	125000
3	Spectrogram 1	1	0.3422	0.4745	25000	125000
4	Spectrogram 1	1	0.4958	0.6281	25000	125000
5	Spectrogram 1	1	0.675	0.7817	25000	125000
6	Spectrogram 1	1	0.8158	0.9609	25000	125000
7	Spectrogram 1	1	0.9865	1.1401	25000	125000
8	Spectrogram 1	1	1.187	1.3193	25000	125000
9	Spectrogram 1	1	1.3534	1.5881	25000	125000
10	Spectrogram 1	1	1.6222	1.6777	25000	125000
11	Spectrogram 1	1	1.7203	1.8483	25000	125000
12	Spectrogram 1	1	1.8697	1.9763	25000	125000
