Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0905	0.1289	25000	125000
2	Spectrogram 1	1	0.3038	0.3507	25000	125000
3	Spectrogram 1	1	0.4318	0.4787	25000	125000
4	Spectrogram 1	1	0.6665	0.7091	25000	125000
5	Spectrogram 1	1	0.7817	0.8243	25000	125000
6	Spectrogram 1	1	1.1443	1.3406	25000	125000
7	Spectrogram 1	1	1.3705	1.4814	25000	125000
8	Spectrogram 1	1	1.507	1.5923	25000	125000
9	Spectrogram 1	1	1.6179	1.7331	25000	125000
10	Spectrogram 1	1	1.8483	1.9379	25000	125000
