Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0862	25000	125000
2	Spectrogram 1	1	0.1033	0.2355	25000	125000
3	Spectrogram 1	1	0.2782	0.5385	25000	125000
4	Spectrogram 1	1	0.5854	0.6921	25000	125000
5	Spectrogram 1	1	0.7305	0.803	25000	125000
6	Spectrogram 1	1	0.8542	1.0633	25000	125000
7	Spectrogram 1	1	1.0846	1.2638	25000	125000
8	Spectrogram 1	1	1.3022	1.4387	25000	125000
9	Spectrogram 1	1	1.7459	1.8057	25000	125000
10	Spectrogram 1	1	1.8355	1.9038	25000	125000
