Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0307	0.2355	25000	125000
2	Spectrogram 1	1	0.2867	0.4915	25000	125000
3	Spectrogram 1	1	0.5171	0.7305	25000	125000
4	Spectrogram 1	1	0.7817	0.9694	25000	125000
5	Spectrogram 1	1	1.0163	1.2681	25000	125000
6	Spectrogram 1	1	1.3022	1.5027	25000	125000
7	Spectrogram 1	1	1.5241	1.6691	25000	125000
8	Spectrogram 1	1	1.6947	1.7843	25000	125000
9	Spectrogram 1	1	1.7971	1.9379	25000	125000
10	Spectrogram 1	1	1.9593	1.9763	25000	125000
