Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.2782	25000	125000
2	Spectrogram 1	1	0.2953	0.3934	25000	125000
3	Spectrogram 1	1	0.4873	0.6281	25000	125000
4	Spectrogram 1	1	0.7305	0.9182	25000	125000
5	Spectrogram 1	1	0.9353	1.0547	25000	125000
6	Spectrogram 1	1	1.0718	1.2254	25000	125000
7	Spectrogram 1	1	1.379	1.4259	25000	125000
8	Spectrogram 1	1	1.4729	1.6009	25000	125000
9	Spectrogram 1	1	1.6393	1.8313	25000	125000
10	Spectrogram 1	1	1.8398	1.9763	25000	125000
