Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0521	25000	125000
2	Spectrogram 1	1	0.2099	0.3209	25000	125000
3	Spectrogram 1	1	0.355	0.5555	25000	125000
4	Spectrogram 1	1	0.5854	0.7091	25000	125000
5	Spectrogram 1	1	0.7219	0.8414	25000	125000
6	Spectrogram 1	1	0.9566	1.0121	25000	125000
7	Spectrogram 1	1	1.0718	1.1358	25000	125000
8	Spectrogram 1	1	1.2766	1.379	25000	125000
9	Spectrogram 1	1	1.4046	1.5027	25000	125000
10	Spectrogram 1	1	1.6265	1.6947	25000	125000
11	Spectrogram 1	1	1.8953	1.9763	25000	125000
