Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0905	25000	125000
2	Spectrogram 1	1	0.2099	0.2697	25000	125000
3	Spectrogram 1	1	0.3123	0.4019	25000	125000
4	Spectrogram 1	1	0.6153	0.739	25000	125000
5	Spectrogram 1	1	0.7603	0.8201	25000	125000
6	Spectrogram 1	1	0.9481	1.0633	25000	125000
7	Spectrogram 1	1	1.0974	1.2169	25000	125000
8	Spectrogram 1	1	1.2425	1.3875	25000	125000
9	Spectrogram 1	1	1.4131	1.5838	25000	125000
10	Spectrogram 1	1	1.6265	1.7843	25000	125000
11	Spectrogram 1	1	1.827	1.9678	25000	125000
