Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.1971	25000	125000
2	Spectrogram 1	1	0.2185	0.3593	25000	125000
3	Spectrogram 1	1	0.3806	0.4787	25000	125000
4	Spectrogram 1	1	0.4915	0.5385	25000	125000
5	Spectrogram 1	1	0.5854	0.6323	25000	125000
6	Spectrogram 1	1	0.6793	0.8627	25000	125000
7	Spectrogram 1	1	0.8841	1.0249	25000	125000
8	Spectrogram 1	1	1.0505	1.1913	25000	125000
9	Spectrogram 1	1	1.2126	1.3747	25000	125000
10	Spectrogram 1	1	1.3961	1.4643	25000	125000
11	Spectrogram 1	1	1.4942	1.7118	25000	125000
12	Spectrogram 1	1	1.7331	1.9209	25000	125000
13	Spectrogram 1	1	1.9379	1.9763	25000	125000
