Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0905	25000	125000
2	Spectrogram 1	1	0.1203	0.2441	25000	125000
3	Spectrogram 1	1	0.2611	0.3849	25000	125000
4	Spectrogram 1	1	0.4062	0.7006	25000	125000
5	Spectrogram 1	1	0.7731	0.8201	25000	125000
6	Spectrogram 1	1	0.9737	1.0633	25000	125000
7	Spectrogram 1	1	1.0931	1.1913	25000	125000
8	Spectrogram 1	1	1.2083	1.3491	25000	125000
9	Spectrogram 1	1	1.3662	1.4515	25000	125000
10	Spectrogram 1	1	1.4729	1.6222	25000	125000
11	Spectrogram 1	1	1.6393	1.7459	25000	125000
12	Spectrogram 1	1	1.7801	1.9763	25000	125000
