Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0691	0.1545	25000	125000
2	Spectrogram 1	1	0.2142	0.3038	25000	125000
3	Spectrogram 1	1	0.3422	0.4105	25000	125000
4	Spectrogram 1	1	0.5598	0.6195	25000	125000
5	Spectrogram 1	1	0.7561	0.7987	25000	125000
6	Spectrogram 1	1	0.8969	0.9609	25000	125000
7	Spectrogram 1	1	1.0377	1.1187	25000	125000
8	Spectrogram 1	1	1.3534	1.4857	25000	125000
9	Spectrogram 1	1	1.7587	1.8014	25000	125000
10	Spectrogram 1	1	1.8483	1.9123	25000	125000
