Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0521	25000	125000
2	Spectrogram 1	1	0.2611	0.355	25000	125000
3	Spectrogram 1	1	0.4787	0.6281	25000	125000
4	Spectrogram 1	1	0.8329	0.8926	25000	125000
5	Spectrogram 1	1	1.2126	1.2595	25000	125000
6	Spectrogram 1	1	1.2979	1.3449	25000	125000
7	Spectrogram 1	1	1.3747	1.5283	25000	125000
8	Spectrogram 1	1	1.5667	1.6478	25000	125000
9	Spectrogram 1	1	1.6819	1.8611	25000	125000
10	Spectrogram 1	1	1.8825	1.9251	25000	125000
