Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0649	0.1374	25000	125000
2	Spectrogram 1	1	0.1843	0.2569	25000	125000
3	Spectrogram 1	1	0.5555	0.6195	25000	125000
4	Spectrogram 1	1	0.6878	0.7262	25000	125000
5	Spectrogram 1	1	0.803	0.8457	25000	125000
6	Spectrogram 1	1	0.8969	0.9822	25000	125000
7	Spectrogram 1	1	1.0249	1.123	25000	125000
8	Spectrogram 1	1	1.1486	1.251	25000	125000
9	Spectrogram 1	1	1.2723	1.3278	25000	125000
10	Spectrogram 1	1	1.5497	1.6051	25000	125000
11	Spectrogram 1	1	1.7843	1.8526	25000	125000
