Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0307	0.1417	25000	125000
2	Spectrogram 1	1	0.1758	0.2313	25000	125000
3	Spectrogram 1	1	0.2867	0.355	25000	125000
4	Spectrogram 1	1	0.4233	0.483	25000	125000
5	Spectrogram 1	1	0.5299	0.5854	25000	125000
6	Spectrogram 1	1	0.6537	0.8414	25000	125000
7	Spectrogram 1	1	0.8841	1.0675	25000	125000
8	Spectrogram 1	1	1.1017	1.1657	25000	125000
9	Spectrogram 1	1	1.2126	1.2723	25000	125000
10	Spectrogram 1	1	1.3235	1.3918	25000	125000
11	Spectrogram 1	1	1.4473	1.5625	25000	125000
