Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0606	0.2057	25000	125000
2	Spectrogram 1	1	0.2441	0.3379	25000	125000
3	Spectrogram 1	1	0.3806	0.4958	25000	125000
4	Spectrogram 1	1	0.5214	0.6665	25000	125000
5	Spectrogram 1	1	0.6878	0.8115	25000	125000
6	Spectrogram 1	1	0.8499	0.9907	25000	125000
7	Spectrogram 1	1	1.0078	1.187	25000	125000
8	Spectrogram 1	1	1.2297	1.4089	25000	125000
9	Spectrogram 1	1	1.4515	1.6051	25000	125000
10	Spectrogram 1	1	1.6478	1.7459	25000	125000
11	Spectrogram 1	1	1.7758	1.955	25000	125000
