Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0478	25000	125000
2	Spectrogram 1	1	0.2014	0.2569	25000	125000
3	Spectrogram 1	1	0.4019	0.5214	25000	125000
4	Spectrogram 1	1	0.5385	0.7091	25000	125000
5	Spectrogram 1	1	0.7305	0.8073	25000	125000
6	Spectrogram 1	1	0.8627	0.9395	25000	125000
7	Spectrogram 1	1	0.9737	1.2595	25000	125000
8	Spectrogram 1	1	1.2809	1.3321	25000	125000
9	Spectrogram 1	1	1.379	1.4259	25000	125000
10	Spectrogram 1	1	1.4899	1.5582	25000	125000
11	Spectrogram 1	1	1.6051	1.6905	25000	125000
12	Spectrogram 1	1	1.7417	1.9123	25000	125000
13	Spectrogram 1	1	1.9422	1.9763	25000	125000
