Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0521	25000	125000
2	Spectrogram 1	1	0.0777	0.1587	25000	125000
3	Spectrogram 1	1	0.1673	0.2654	25000	125000
4	Spectrogram 1	1	0.2825	0.4659	25000	125000
5	Spectrogram 1	1	0.5257	0.611	25000	125000
6	Spectrogram 1	1	0.6579	0.7475	25000	125000
7	Spectrogram 1	1	0.7817	0.9395	25000	125000
8	Spectrogram 1	1	0.9694	1.0675	25000	125000
9	Spectrogram 1	1	1.0803	1.1785	25000	125000
10	Spectrogram 1	1	1.1913	1.3193	25000	125000
11	Spectrogram 1	1	1.3278	1.4259	25000	125000
12	Spectrogram 1	1	1.5326	1.5923	25000	125000
13	Spectrogram 1	1	1.635	1.6819	25000	125000
14	Spectrogram 1	1	1.8569	1.9763	25000	125000
