Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.1758	25000	125000
2	Spectrogram 1	1	0.2185	0.3209	25000	125000
3	Spectrogram 1	1	0.3593	0.4745	25000	125000
4	Spectrogram 1	1	0.5086	0.6793	25000	125000
5	Spectrogram 1	1	0.7177	0.7987	25000	125000
6	Spectrogram 1	1	0.8414	0.9779	25000	125000
7	Spectrogram 1	1	1.0121	1.1401	25000	125000
8	Spectrogram 1	1	1.1657	1.2467	25000	125000
9	Spectrogram 1	1	1.2681	1.3577	25000	125000
10	Spectrogram 1	1	1.3662	1.4771	25000	125000
11	Spectrogram 1	1	1.4985	1.5667	25000	125000
12	Spectrogram 1	1	1.5923	1.7033	25000	125000
13	Spectrogram 1	1	1.7246	1.7843	25000	125000
14	Spectrogram 1	1	1.827	1.9209	25000	125000
15	Spectrogram 1	1	1.9337	1.9763	25000	125000
