Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.1331	25000	125000
2	Spectrogram 1	1	0.2867	0.3251	25000	125000
3	Spectrogram 1	1	0.3891	0.4659	25000	125000
4	Spectrogram 1	1	0.5043	0.611	25000	125000
5	Spectrogram 1	1	0.6323	0.7475	25000	125000
6	Spectrogram 1	1	0.7774	0.8371	25000	125000
7	Spectrogram 1	1	0.9011	0.9566	25000	125000
8	Spectrogram 1	1	1.0163	1.1315	25000	125000
9	Spectrogram 1	1	1.1699	1.2169	25000	125000
10	Spectrogram 1	1	1.2809	1.3406	25000	125000
11	Spectrogram 1	1	1.3961	1.443	25000	125000
12	Spectrogram 1	1	1.507	1.5881	25000	125000
13	Spectrogram 1	1	1.6521	1.763	25000	125000
