Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.1118	25000	125000
2	Spectrogram 1	1	0.1459	0.2782	25000	125000
3	Spectrogram 1	1	0.3123	0.3849	25000	125000
4	Spectrogram 1	1	0.4403	0.5086	25000	125000
5	Spectrogram 1	1	0.5555	0.6366	25000	125000
6	Spectrogram 1	1	0.6878	0.7987	25000	125000
7	Spectrogram 1	1	0.8542	0.9651	25000	125000
8	Spectrogram 1	1	1.0078	1.1571	25000	125000
9	Spectrogram 1	1	1.1913	1.2894	25000	125000
10	Spectrogram 1	1	1.3193	1.3961	25000	125000
11	Spectrogram 1	1	1.4387	1.5539	25000	125000
12	Spectrogram 1	1	1.5795	1.7545	25000	125000
13	Spectrogram 1	1	1.7715	1.9379	25000	125000
14	Spectrogram 1	1	1.9678	1.9763	25000	125000
