Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0265	0.0734	25000	125000
2	Spectrogram 1	1	0.1246	0.1758	25000	125000
3	Spectrogram 1	1	0.3251	0.3635	25000	125000
4	Spectrogram 1	1	0.4147	0.4489	25000	125000
5	Spectrogram 1	1	0.5043	0.547	25000	125000
6	Spectrogram 1	1	0.5939	0.6409	25000	125000
7	Spectrogram 1	1	0.6835	0.7433	25000	125000
8	Spectrogram 1	1	0.7859	0.8329	25000	125000
9	Spectrogram 1	1	0.8841	0.9481	25000	125000
10	Spectrogram 1	1	1.0035	1.059	25000	125000
