Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.035	0.1118	25000	125000
2	Spectrogram 1	1	0.1289	0.1801	25000	125000
3	Spectrogram 1	1	0.3081	0.3891	25000	125000
4	Spectrogram 1	1	0.4233	0.5555	25000	125000
5	Spectrogram 1	1	0.5683	0.6665	25000	125000
6	Spectrogram 1	1	0.675	0.7987	25000	125000
7	Spectrogram 1	1	0.8115	0.8969	25000	125000
8	Spectrogram 1	1	0.9097	1.0547	25000	125000
9	Spectrogram 1	1	1.0718	1.1529	25000	125000
10	Spectrogram 1	1	1.1827	1.2595	25000	125000
11	Spectrogram 1	1	1.2851	1.3363	25000	125000
12	Spectrogram 1	1	1.3705	1.4473	25000	125000
13	Spectrogram 1	1	1.4686	1.5283	25000	125000
14	Spectrogram 1	1	1.5667	1.6563	25000	125000
15	Spectrogram 1	1	1.6819	1.7417	25000	125000
16	Spectrogram 1	1	1.7801	1.8697	25000	125000
17	Spectrogram 1	1	1.8995	1.9465	25000	125000
