Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0563	0.1587	25000	125000
2	Spectrogram 1	1	0.4361	0.5171	25000	125000
3	Spectrogram 1	1	0.5513	0.6366	25000	125000
4	Spectrogram 1	1	0.6835	0.8286	25000	125000
5	Spectrogram 1	1	0.8542	0.931	25000	125000
6	Spectrogram 1	1	0.9609	1.0633	25000	125000
7	Spectrogram 1	1	1.0889	1.1401	25000	125000
8	Spectrogram 1	1	1.1785	1.2638	25000	125000
9	Spectrogram 1	1	1.7843	1.8611	25000	125000
10	Spectrogram 1	1	1.9038	1.9763	25000	125000
