Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.2099	0.2569	25000	125000
2	Spectrogram 1	1	0.3038	0.3763	25000	125000
3	Spectrogram 1	1	0.4446	0.7091	25000	125000
4	Spectrogram 1	1	0.7689	0.9438	25000	125000
5	Spectrogram 1	1	0.9993	1.1315	25000	125000
6	Spectrogram 1	1	1.1657	1.3491	25000	125000
7	Spectrogram 1	1	1.3961	1.5283	25000	125000
8	Spectrogram 1	1	1.5667	1.6179	25000	125000
9	Spectrogram 1	1	1.6606	1.7289	25000	125000
10	Spectrogram 1	1	1.7374	1.8995	25000	125000
11	Spectrogram 1	1	1.9635	1.9763	25000	125000
