Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0819	25000	125000
2	Spectrogram 1	1	0.2825	0.3465	25000	125000
3	Spectrogram 1	1	0.3934	0.4361	25000	125000
4	Spectrogram 1	1	0.4787	0.5385	25000	125000
5	Spectrogram 1	1	0.5811	0.6238	25000	125000
6	Spectrogram 1	1	0.7731	0.8457	25000	125000
7	Spectrogram 1	1	0.8755	0.9694	25000	125000
8	Spectrogram 1	1	1.0206	1.1742	25000	125000
9	Spectrogram 1	1	1.2083	1.3363	25000	125000
10	Spectrogram 1	1	1.3619	1.4686	25000	125000
11	Spectrogram 1	1	1.4857	1.5881	25000	125000
12	Spectrogram 1	1	1.6179	1.6777	25000	125000
13	Spectrogram 1	1	1.8355	1.9166	25000	125000
