Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0563	0.1331	25000	125000
2	Spectrogram 1	1	0.5043	0.5854	25000	125000
3	Spectrogram 1	1	0.6451	0.8201	25000	125000
4	Spectrogram 1	1	0.8286	0.9865	25000	125000
5	Spectrogram 1	1	1.0334	1.1657	25000	125000
6	Spectrogram 1	1	1.1955	1.3918	25000	125000
7	Spectrogram 1	1	1.4131	1.5411	25000	125000
8	Spectrogram 1	1	1.5539	1.7971	25000	125000
9	Spectrogram 1	1	1.8313	1.9081	25000	125000
10	Spectrogram 1	1	1.9166	1.9763	25000	125000
