Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.4318	0.4873	25000	125000
2	Spectrogram 1	1	0.6153	0.6579	25000	125000
3	Spectrogram 1	1	0.7134	0.7603	25000	125000
4	Spectrogram 1	1	0.7987	0.8627	25000	125000
5	Spectrogram 1	1	0.9011	0.9523	25000	125000
6	Spectrogram 1	1	1.0675	1.2382	25000	125000
7	Spectrogram 1	1	1.2809	1.3278	25000	125000
8	Spectrogram 1	1	1.7331	1.7843	25000	125000
9	Spectrogram 1	1	1.8227	1.8825	25000	125000
10	Spectrogram 1	1	1.9294	1.9763	25000	125000
