Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0819	25000	125000
2	Spectrogram 1	1	0.099	0.2057	25000	125000
3	Spectrogram 1	1	0.2227	0.3251	25000	125000
4	Spectrogram 1	1	0.3465	0.5427	25000	125000
5	Spectrogram 1	1	0.6451	0.7305	25000	125000
6	Spectrogram 1	1	0.7774	0.8798	25000	125000
7	Spectrogram 1	1	0.9054	1.0718	25000	125000
8	Spectrogram 1	1	1.1017	1.2553	25000	125000
9	Spectrogram 1	1	1.2809	1.443	25000	125000
10	Spectrogram 1	1	1.4729	1.6222	25000	125000
11	Spectrogram 1	1	1.6521	1.8185	25000	125000
12	Spectrogram 1	1	1.8569	1.9763	25000	125000
