Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0649	25000	125000
2	Spectrogram 1	1	0.1246	0.3123	25000	125000
3	Spectrogram 1	1	0.3422	0.5214	25000	125000
4	Spectrogram 1	1	0.5555	0.7475	25000	125000
5	Spectrogram 1	1	0.7731	0.9651	25000	125000
6	Spectrogram 1	1	0.9822	1.1657	25000	125000
7	Spectrogram 1	1	1.1913	1.3918	25000	125000
8	Spectrogram 1	1	1.4217	1.6222	25000	125000
9	Spectrogram 1	1	1.6478	1.8099	25000	125000
10	Spectrogram 1	1	1.8313	1.9763	25000	125000
