Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0862	25000	125000
2	Spectrogram 1	1	0.1161	0.1673	25000	125000
3	Spectrogram 1	1	0.2185	0.2782	25000	125000
4	Spectrogram 1	1	0.3038	0.4105	25000	125000
5	Spectrogram 1	1	0.4318	0.4873	25000	125000
6	Spectrogram 1	1	0.7049	0.7603	25000	125000
7	Spectrogram 1	1	0.7902	0.8457	25000	125000
8	Spectrogram 1	1	1.0931	1.1486	25000	125000
9	Spectrogram 1	1	1.2041	1.2937	25000	125000
10	Spectrogram 1	1	1.3107	1.4899	25000	125000
11	Spectrogram 1	1	1.5283	1.6478	25000	125000
12	Spectrogram 1	1	1.7118	1.9678	25000	125000
