Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0862	25000	125000
2	Spectrogram 1	1	0.099	0.1673	25000	125000
3	Spectrogram 1	1	0.1886	0.2611	25000	125000
4	Spectrogram 1	1	0.2867	0.3379	25000	125000
5	Spectrogram 1	1	0.3721	0.419	25000	125000
6	Spectrogram 1	1	0.4574	0.5982	25000	125000
7	Spectrogram 1	1	0.6238	0.675	25000	125000
8	Spectrogram 1	1	0.7177	0.7817	25000	125000
9	Spectrogram 1	1	0.8371	0.8969	25000	125000
10	Spectrogram 1	1	1.1102	1.1742	25000	125000
11	Spectrogram 1	1	1.6094	1.6478	25000	125000
